,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分
64,2023-08-01,1,30,1750,1763,1711,1725,313500,1725,0,0,0,0.05,1,655400,165700,42,1,0.0237691001697793,25
65,2023-07-31,0,30,1820,1820,1757,1767,295300,1767,0,0,0,0.5,1,666200,157900,49,1,0.0269823788546256,53
66,2023-07-28,4,29,1795,1816,1752,1816,759500,1816,1089800,699900,0.64,0.5,1,674600,148100,-19,0,-0.0105731775180857,-21
67,2023-07-27,3,29,1749,1797,1734,1797,255200,1797,0,0,0,0.05,1,657300,145500,-42,0,-0.0239316239316239,-48
68,2023-07-26,2,29,1732,1757,1720,1755,161900,1755,0,0,0,0.3,3,658000,169700,-18,0,-0.0103626943005181,-23
69,2023-07-25,1,29,1719,1742,1712,1737,188600,1737,0,0,0,0.05,1,655100,176700,-18,0,-0.0104712041884817,-18
70,2023-07-24,0,29,1716,1727,1708,1719,180000,1719,0,0,0,0.05,1,657200,195900,0,0,0,-3
71,2023-07-21,4,28,1753,1753,1717,1719,278000,1719,1080600,755700,0.7,0.05,1,659400,188800,43,1,0.0244040862656073,34
72,2023-07-20,3,28,1764,1768,1755,1762,131600,1762,0,0,0,0.05,1,657000,166300,2,1,0.00113378684807256,2
73,2023-07-19,2,28,1766,1773,1748,1764,211800,1764,0,0,0,0.15,3,656200,174400,2,1,0.00113250283125708,2
74,2023-07-18,1,28,1773,1779,1755,1766,161300,1766,0,0,0,0.05,1,657500,186900,2,1,0.00113122171945701,7
75,2023-07-14,4,27,1754,1780,1753,1768,189200,1768,1056700,721200,0.68,0.05,1,658500,181200,-3,0,-0.00169971671388102,-14
76,2023-07-13,3,27,1793,1797,1752,1765,290000,1765,0,0,0,0.1,1,652700,179900,37,1,0.0205327413984462,28
77,2023-07-12,2,27,1830,1830,1799,1802,218600,1802,0,0,0,0.4,4,651800,161300,21,1,0.0115194733955019,28
78,2023-07-11,1,27,1787,1838,1786,1823,386300,1823,0,0,0,0.1,1,655200,156700,-36,0,-0.0201454952434247,-36
79,2023-07-10,0,27,1770,1795,1739,1787,437700,1787,0,0,0,0.05,1,653200,165200,-9,0,-0.00506186726659168,-17
80,2023-07-07,4,26,1800,1806,1775,1778,398400,1778,1076300,726500,0.67,0.05,1,660500,179500,44,1,0.0241492864983535,22
81,2023-07-06,3,26,1808,1833,1791,1822,340300,1822,0,0,0,0.05,1,651800,161500,-5,0,-0.00275178866263071,-14
82,2023-07-05,2,26,1836,1840,1812,1817,253100,1817,0,0,0,0.15,3,650100,161400,29,1,0.0157096424702059,19
83,2023-07-04,1,26,1860,1865,1831,1846,260400,1846,0,0,0,0.5,1,670100,147700,26,1,0.0138888888888889,14
84,2023-07-03,0,26,1870,1886,1858,1872,134000,1872,0,0,0,0.1,1,689000,137200,0,0,0,-2
85,2023-06-30,4,25,1861,1879,1853,1872,182700,1872,1059800,607500,0.57,0.1,1,684900,143800,10,1,0.0053134962805526,-11
86,2023-06-29,3,25,1914,1919,1879,1882,168100,1882,0,0,0,0.05,1,687200,128900,27,1,0.0141435306443164,32
87,2023-06-28,2,25,1919,1930,1895,1909,243900,1909,0,0,0,0.3,3,694900,118600,10,1,0.00521104742053153,10
88,2023-06-27,1,25,1935,1939,1891,1919,187200,1919,0,0,0,0.05,1,688300,133600,3,1,0.00156087408949011,16
89,2023-06-26,0,25,1899,1939,1861,1922,329800,1922,0,0,0,0.05,1,681200,152000,-16,0,-0.00839454354669465,-23
90,2023-06-23,4,24,1924,1958,1893,1906,484100,1906,963600,600700,0.62,0.05,1,582000,141100,-21,0,-0.0111405835543767,18
91,2023-06-22,3,24,1868,1944,1862,1885,651700,1885,0,0,0,0.05,1,677400,155900,-25,0,-0.0134408602150538,-17
92,2023-06-21,2,24,1799,1863,1798,1860,372700,1860,0,0,0,0.15,3,653700,186500,-56,0,-0.0310421286031042,-61
93,2023-06-20,1,24,1824,1836,1800,1804,231300,1804,0,0,0,0.05,1,650600,188600,29,1,0.0158210583742499,20
94,2023-06-19,0,24,1845,1845,1809,1833,275300,1833,0,0,0,0.05,1,558600,181700,18,1,0.00972447325769854,12
95,2023-06-16,4,23,1852,1870,1829,1851,315600,1851,992800,656300,0.66,0.05,1,567800,168300,9,1,0.00483870967741936,1
